Node X:  2.60000003874  , Y:  0.40000000596 ;
Node X:  2.80000004172  , Y:  0.40000000596 ;
Node X:  3.0000000447  , Y:  0.40000000596 ;
Node X:  3.20000004768  , Y:  0.40000000596 ;
Node X:  3.40000005066  , Y:  0.40000000596 ;
Node X:  3.60000005364  , Y:  0.40000000596 ;
Node X:  3.80000005662  , Y:  0.40000000596 ;
Node X:  4.0000000596  , Y:  0.40000000596 ;
Node X:  4.20000006258  , Y:  0.40000000596 ;
Node X:  4.40000006557  , Y:  0.40000000596 ;
Node X:  4.60000006855  , Y:  0.40000000596 ;
Node X:  4.80000007153  , Y:  0.40000000596 ;
Node X:  5.00000007451  , Y:  0.40000000596 ;
Node X:  5.20000007749  , Y:  0.40000000596 ;
Node X:  5.40000008047  , Y:  0.40000000596 ;
Node X:  5.60000008345  , Y:  0.40000000596 ;
Node X:  5.80000008643  , Y:  0.40000000596 ;
Node X:  6.00000008941  , Y:  0.40000000596 ;
Node X:  6.20000009239  , Y:  0.40000000596 ;
Node X:  6.40000009537  , Y:  0.40000000596 ;
Node X:  6.60000009835  , Y:  0.40000000596 ;
Node X:  6.80000010133  , Y:  0.40000000596 ;
Node X:  7.00000010431  , Y:  0.40000000596 ;
Node X:  7.20000010729  , Y:  0.40000000596 ;
Node X:  7.40000011027  , Y:  0.40000000596 ;
Node X:  2.40000003576  , Y:  0.600000008941 ;
Node X:  2.60000003874  , Y:  0.600000008941 ;
Node X:  2.80000004172  , Y:  0.600000008941 ;
Node X:  3.0000000447  , Y:  0.600000008941 ;
Node X:  3.20000004768  , Y:  0.600000008941 ;
Node X:  3.40000005066  , Y:  0.600000008941 ;
Node X:  3.60000005364  , Y:  0.600000008941 ;
Node X:  3.80000005662  , Y:  0.600000008941 ;
Node X:  4.0000000596  , Y:  0.600000008941 ;
Node X:  4.20000006258  , Y:  0.600000008941 ;
Node X:  4.40000006557  , Y:  0.600000008941 ;
Node X:  4.60000006855  , Y:  0.600000008941 ;
Node X:  4.80000007153  , Y:  0.600000008941 ;
Node X:  5.00000007451  , Y:  0.600000008941 ;
Node X:  5.20000007749  , Y:  0.600000008941 ;
Node X:  5.40000008047  , Y:  0.600000008941 ;
Node X:  5.60000008345  , Y:  0.600000008941 ;
Node X:  5.80000008643  , Y:  0.600000008941 ;
Node X:  6.00000008941  , Y:  0.600000008941 ;
Node X:  6.20000009239  , Y:  0.600000008941 ;
Node X:  6.40000009537  , Y:  0.600000008941 ;
Node X:  6.60000009835  , Y:  0.600000008941 ;
Node X:  6.80000010133  , Y:  0.600000008941 ;
Node X:  7.00000010431  , Y:  0.600000008941 ;
Node X:  7.20000010729  , Y:  0.600000008941 ;
Node X:  7.40000011027  , Y:  0.600000008941 ;
Node X:  2.20000003278  , Y:  0.800000011921 ;
Node X:  2.40000003576  , Y:  0.800000011921 ;
Node X:  2.60000003874  , Y:  0.800000011921 ;
Node X:  2.80000004172  , Y:  0.800000011921 ;
Node X:  3.0000000447  , Y:  0.800000011921 ;
Node X:  3.20000004768  , Y:  0.800000011921 ;
Node X:  3.40000005066  , Y:  0.800000011921 ;
Node X:  3.60000005364  , Y:  0.800000011921 ;
Node X:  3.80000005662  , Y:  0.800000011921 ;
Node X:  4.0000000596  , Y:  0.800000011921 ;
Node X:  4.20000006258  , Y:  0.800000011921 ;
Node X:  4.40000006557  , Y:  0.800000011921 ;
Node X:  4.60000006855  , Y:  0.800000011921 ;
Node X:  4.80000007153  , Y:  0.800000011921 ;
Node X:  5.00000007451  , Y:  0.800000011921 ;
Node X:  5.20000007749  , Y:  0.800000011921 ;
Node X:  5.40000008047  , Y:  0.800000011921 ;
Node X:  5.60000008345  , Y:  0.800000011921 ;
Node X:  5.80000008643  , Y:  0.800000011921 ;
Node X:  6.00000008941  , Y:  0.800000011921 ;
Node X:  6.20000009239  , Y:  0.800000011921 ;
Node X:  6.40000009537  , Y:  0.800000011921 ;
Node X:  6.60000009835  , Y:  0.800000011921 ;
Node X:  6.80000010133  , Y:  0.800000011921 ;
Node X:  7.00000010431  , Y:  0.800000011921 ;
Node X:  7.20000010729  , Y:  0.800000011921 ;
Node X:  7.40000011027  , Y:  0.800000011921 ;
Node X:  2.0000000298  , Y:  1.0000000149 ;
Node X:  2.20000003278  , Y:  1.0000000149 ;
Node X:  2.40000003576  , Y:  1.0000000149 ;
Node X:  2.60000003874  , Y:  1.0000000149 ;
Node X:  2.80000004172  , Y:  1.0000000149 ;
Node X:  3.0000000447  , Y:  1.0000000149 ;
Node X:  3.20000004768  , Y:  1.0000000149 ;
Node X:  3.40000005066  , Y:  1.0000000149 ;
Node X:  3.60000005364  , Y:  1.0000000149 ;
Node X:  3.80000005662  , Y:  1.0000000149 ;
Node X:  4.0000000596  , Y:  1.0000000149 ;
Node X:  4.20000006258  , Y:  1.0000000149 ;
Node X:  4.40000006557  , Y:  1.0000000149 ;
Node X:  4.60000006855  , Y:  1.0000000149 ;
Node X:  4.80000007153  , Y:  1.0000000149 ;
Node X:  5.00000007451  , Y:  1.0000000149 ;
Node X:  5.20000007749  , Y:  1.0000000149 ;
Node X:  5.40000008047  , Y:  1.0000000149 ;
Node X:  5.60000008345  , Y:  1.0000000149 ;
Node X:  5.80000008643  , Y:  1.0000000149 ;
Node X:  6.00000008941  , Y:  1.0000000149 ;
Node X:  6.20000009239  , Y:  1.0000000149 ;
Node X:  6.40000009537  , Y:  1.0000000149 ;
Node X:  6.60000009835  , Y:  1.0000000149 ;
Node X:  6.80000010133  , Y:  1.0000000149 ;
Node X:  7.00000010431  , Y:  1.0000000149 ;
Node X:  7.20000010729  , Y:  1.0000000149 ;
Node X:  7.40000011027  , Y:  1.0000000149 ;
Node X:  2.0000000298  , Y:  1.20000001788 ;
Node X:  2.20000003278  , Y:  1.20000001788 ;
Node X:  2.40000003576  , Y:  1.20000001788 ;
Node X:  2.60000003874  , Y:  1.20000001788 ;
Node X:  2.80000004172  , Y:  1.20000001788 ;
Node X:  3.0000000447  , Y:  1.20000001788 ;
Node X:  3.20000004768  , Y:  1.20000001788 ;
Node X:  3.40000005066  , Y:  1.20000001788 ;
Node X:  3.60000005364  , Y:  1.20000001788 ;
Node X:  3.80000005662  , Y:  1.20000001788 ;
Node X:  4.0000000596  , Y:  1.20000001788 ;
Node X:  4.20000006258  , Y:  1.20000001788 ;
Node X:  4.40000006557  , Y:  1.20000001788 ;
Node X:  4.60000006855  , Y:  1.20000001788 ;
Node X:  4.80000007153  , Y:  1.20000001788 ;
Node X:  5.00000007451  , Y:  1.20000001788 ;
Node X:  5.20000007749  , Y:  1.20000001788 ;
Node X:  5.40000008047  , Y:  1.20000001788 ;
Node X:  5.60000008345  , Y:  1.20000001788 ;
Node X:  5.80000008643  , Y:  1.20000001788 ;
Node X:  6.00000008941  , Y:  1.20000001788 ;
Node X:  6.20000009239  , Y:  1.20000001788 ;
Node X:  6.40000009537  , Y:  1.20000001788 ;
Node X:  6.60000009835  , Y:  1.20000001788 ;
Node X:  6.80000010133  , Y:  1.20000001788 ;
Node X:  7.00000010431  , Y:  1.20000001788 ;
Node X:  7.20000010729  , Y:  1.20000001788 ;
Node X:  7.40000011027  , Y:  1.20000001788 ;
Node X:  1.80000002682  , Y:  1.40000002086 ;
Node X:  2.0000000298  , Y:  1.40000002086 ;
Node X:  2.20000003278  , Y:  1.40000002086 ;
Node X:  2.40000003576  , Y:  1.40000002086 ;
Node X:  2.60000003874  , Y:  1.40000002086 ;
Node X:  2.80000004172  , Y:  1.40000002086 ;
Node X:  3.0000000447  , Y:  1.40000002086 ;
Node X:  3.20000004768  , Y:  1.40000002086 ;
Node X:  3.40000005066  , Y:  1.40000002086 ;
Node X:  3.60000005364  , Y:  1.40000002086 ;
Node X:  3.80000005662  , Y:  1.40000002086 ;
Node X:  4.0000000596  , Y:  1.40000002086 ;
Node X:  4.20000006258  , Y:  1.40000002086 ;
Node X:  4.40000006557  , Y:  1.40000002086 ;
Node X:  4.60000006855  , Y:  1.40000002086 ;
Node X:  4.80000007153  , Y:  1.40000002086 ;
Node X:  5.00000007451  , Y:  1.40000002086 ;
Node X:  5.20000007749  , Y:  1.40000002086 ;
Node X:  5.40000008047  , Y:  1.40000002086 ;
Node X:  5.60000008345  , Y:  1.40000002086 ;
Node X:  5.80000008643  , Y:  1.40000002086 ;
Node X:  6.00000008941  , Y:  1.40000002086 ;
Node X:  6.20000009239  , Y:  1.40000002086 ;
Node X:  6.40000009537  , Y:  1.40000002086 ;
Node X:  6.60000009835  , Y:  1.40000002086 ;
Node X:  6.80000010133  , Y:  1.40000002086 ;
Node X:  7.00000010431  , Y:  1.40000002086 ;
Node X:  7.20000010729  , Y:  1.40000002086 ;
Node X:  7.40000011027  , Y:  1.40000002086 ;
Node X:  1.60000002384  , Y:  1.60000002384 ;
Node X:  1.80000002682  , Y:  1.60000002384 ;
Node X:  2.0000000298  , Y:  1.60000002384 ;
Node X:  2.20000003278  , Y:  1.60000002384 ;
Node X:  2.40000003576  , Y:  1.60000002384 ;
Node X:  2.60000003874  , Y:  1.60000002384 ;
Node X:  2.80000004172  , Y:  1.60000002384 ;
Node X:  3.0000000447  , Y:  1.60000002384 ;
Node X:  3.20000004768  , Y:  1.60000002384 ;
Node X:  3.40000005066  , Y:  1.60000002384 ;
Node X:  3.60000005364  , Y:  1.60000002384 ;
Node X:  3.80000005662  , Y:  1.60000002384 ;
Node X:  4.0000000596  , Y:  1.60000002384 ;
Node X:  4.20000006258  , Y:  1.60000002384 ;
Node X:  4.40000006557  , Y:  1.60000002384 ;
Node X:  4.60000006855  , Y:  1.60000002384 ;
Node X:  4.80000007153  , Y:  1.60000002384 ;
Node X:  5.00000007451  , Y:  1.60000002384 ;
Node X:  5.20000007749  , Y:  1.60000002384 ;
Node X:  5.40000008047  , Y:  1.60000002384 ;
Node X:  5.60000008345  , Y:  1.60000002384 ;
Node X:  5.80000008643  , Y:  1.60000002384 ;
Node X:  6.00000008941  , Y:  1.60000002384 ;
Node X:  6.20000009239  , Y:  1.60000002384 ;
Node X:  6.40000009537  , Y:  1.60000002384 ;
Node X:  6.60000009835  , Y:  1.60000002384 ;
Node X:  6.80000010133  , Y:  1.60000002384 ;
Node X:  7.00000010431  , Y:  1.60000002384 ;
Node X:  7.20000010729  , Y:  1.60000002384 ;
Node X:  7.40000011027  , Y:  1.60000002384 ;
Node X:  1.40000002086  , Y:  1.80000002682 ;
Node X:  1.60000002384  , Y:  1.80000002682 ;
Node X:  1.80000002682  , Y:  1.80000002682 ;
Node X:  2.0000000298  , Y:  1.80000002682 ;
Node X:  2.20000003278  , Y:  1.80000002682 ;
Node X:  2.40000003576  , Y:  1.80000002682 ;
Node X:  2.60000003874  , Y:  1.80000002682 ;
Node X:  2.80000004172  , Y:  1.80000002682 ;
Node X:  3.0000000447  , Y:  1.80000002682 ;
Node X:  3.20000004768  , Y:  1.80000002682 ;
Node X:  3.40000005066  , Y:  1.80000002682 ;
Node X:  3.60000005364  , Y:  1.80000002682 ;
Node X:  3.80000005662  , Y:  1.80000002682 ;
Node X:  4.0000000596  , Y:  1.80000002682 ;
Node X:  4.20000006258  , Y:  1.80000002682 ;
Node X:  4.40000006557  , Y:  1.80000002682 ;
Node X:  4.60000006855  , Y:  1.80000002682 ;
Node X:  4.80000007153  , Y:  1.80000002682 ;
Node X:  5.00000007451  , Y:  1.80000002682 ;
Node X:  5.20000007749  , Y:  1.80000002682 ;
Node X:  5.40000008047  , Y:  1.80000002682 ;
Node X:  5.60000008345  , Y:  1.80000002682 ;
Node X:  5.80000008643  , Y:  1.80000002682 ;
Node X:  6.00000008941  , Y:  1.80000002682 ;
Node X:  6.20000009239  , Y:  1.80000002682 ;
Node X:  6.40000009537  , Y:  1.80000002682 ;
Node X:  6.60000009835  , Y:  1.80000002682 ;
Node X:  6.80000010133  , Y:  1.80000002682 ;
Node X:  7.00000010431  , Y:  1.80000002682 ;
Node X:  7.20000010729  , Y:  1.80000002682 ;
Node X:  7.40000011027  , Y:  1.80000002682 ;
Node X:  1.20000001788  , Y:  2.0000000298 ;
Node X:  1.40000002086  , Y:  2.0000000298 ;
Node X:  1.60000002384  , Y:  2.0000000298 ;
Node X:  1.80000002682  , Y:  2.0000000298 ;
Node X:  2.0000000298  , Y:  2.0000000298 ;
Node X:  2.20000003278  , Y:  2.0000000298 ;
Node X:  2.40000003576  , Y:  2.0000000298 ;
Node X:  2.60000003874  , Y:  2.0000000298 ;
Node X:  2.80000004172  , Y:  2.0000000298 ;
Node X:  3.0000000447  , Y:  2.0000000298 ;
Node X:  3.20000004768  , Y:  2.0000000298 ;
Node X:  3.40000005066  , Y:  2.0000000298 ;
Node X:  3.60000005364  , Y:  2.0000000298 ;
Node X:  3.80000005662  , Y:  2.0000000298 ;
Node X:  4.0000000596  , Y:  2.0000000298 ;
Node X:  4.20000006258  , Y:  2.0000000298 ;
Node X:  4.40000006557  , Y:  2.0000000298 ;
Node X:  4.60000006855  , Y:  2.0000000298 ;
Node X:  4.80000007153  , Y:  2.0000000298 ;
Node X:  5.00000007451  , Y:  2.0000000298 ;
Node X:  5.20000007749  , Y:  2.0000000298 ;
Node X:  5.40000008047  , Y:  2.0000000298 ;
Node X:  5.60000008345  , Y:  2.0000000298 ;
Node X:  5.80000008643  , Y:  2.0000000298 ;
Node X:  6.00000008941  , Y:  2.0000000298 ;
Node X:  6.20000009239  , Y:  2.0000000298 ;
Node X:  6.40000009537  , Y:  2.0000000298 ;
Node X:  6.60000009835  , Y:  2.0000000298 ;
Node X:  6.80000010133  , Y:  2.0000000298 ;
Node X:  7.00000010431  , Y:  2.0000000298 ;
Node X:  7.20000010729  , Y:  2.0000000298 ;
Node X:  7.40000011027  , Y:  2.0000000298 ;
Node X:  1.0000000149  , Y:  2.20000003278 ;
Node X:  1.20000001788  , Y:  2.20000003278 ;
Node X:  1.40000002086  , Y:  2.20000003278 ;
Node X:  1.60000002384  , Y:  2.20000003278 ;
Node X:  1.80000002682  , Y:  2.20000003278 ;
Node X:  2.0000000298  , Y:  2.20000003278 ;
Node X:  2.20000003278  , Y:  2.20000003278 ;
Node X:  2.40000003576  , Y:  2.20000003278 ;
Node X:  2.60000003874  , Y:  2.20000003278 ;
Node X:  2.80000004172  , Y:  2.20000003278 ;
Node X:  3.0000000447  , Y:  2.20000003278 ;
Node X:  3.20000004768  , Y:  2.20000003278 ;
Node X:  3.40000005066  , Y:  2.20000003278 ;
Node X:  3.60000005364  , Y:  2.20000003278 ;
Node X:  3.80000005662  , Y:  2.20000003278 ;
Node X:  4.0000000596  , Y:  2.20000003278 ;
Node X:  4.20000006258  , Y:  2.20000003278 ;
Node X:  4.40000006557  , Y:  2.20000003278 ;
Node X:  4.60000006855  , Y:  2.20000003278 ;
Node X:  4.80000007153  , Y:  2.20000003278 ;
Node X:  5.00000007451  , Y:  2.20000003278 ;
Node X:  5.20000007749  , Y:  2.20000003278 ;
Node X:  5.40000008047  , Y:  2.20000003278 ;
Node X:  5.60000008345  , Y:  2.20000003278 ;
Node X:  5.80000008643  , Y:  2.20000003278 ;
Node X:  6.00000008941  , Y:  2.20000003278 ;
Node X:  6.20000009239  , Y:  2.20000003278 ;
Node X:  6.40000009537  , Y:  2.20000003278 ;
Node X:  6.60000009835  , Y:  2.20000003278 ;
Node X:  6.80000010133  , Y:  2.20000003278 ;
Node X:  7.00000010431  , Y:  2.20000003278 ;
Node X:  7.20000010729  , Y:  2.20000003278 ;
Node X:  7.40000011027  , Y:  2.20000003278 ;
Node X:  0.800000011921  , Y:  2.40000003576 ;
Node X:  1.0000000149  , Y:  2.40000003576 ;
Node X:  1.20000001788  , Y:  2.40000003576 ;
Node X:  1.40000002086  , Y:  2.40000003576 ;
Node X:  1.60000002384  , Y:  2.40000003576 ;
Node X:  1.80000002682  , Y:  2.40000003576 ;
Node X:  2.0000000298  , Y:  2.40000003576 ;
Node X:  2.20000003278  , Y:  2.40000003576 ;
Node X:  2.40000003576  , Y:  2.40000003576 ;
Node X:  2.60000003874  , Y:  2.40000003576 ;
Node X:  2.80000004172  , Y:  2.40000003576 ;
Node X:  3.0000000447  , Y:  2.40000003576 ;
Node X:  3.20000004768  , Y:  2.40000003576 ;
Node X:  3.40000005066  , Y:  2.40000003576 ;
Node X:  3.60000005364  , Y:  2.40000003576 ;
Node X:  3.80000005662  , Y:  2.40000003576 ;
Node X:  4.0000000596  , Y:  2.40000003576 ;
Node X:  4.20000006258  , Y:  2.40000003576 ;
Node X:  4.40000006557  , Y:  2.40000003576 ;
Node X:  4.60000006855  , Y:  2.40000003576 ;
Node X:  4.80000007153  , Y:  2.40000003576 ;
Node X:  5.00000007451  , Y:  2.40000003576 ;
Node X:  5.20000007749  , Y:  2.40000003576 ;
Node X:  5.40000008047  , Y:  2.40000003576 ;
Node X:  5.60000008345  , Y:  2.40000003576 ;
Node X:  5.80000008643  , Y:  2.40000003576 ;
Node X:  6.00000008941  , Y:  2.40000003576 ;
Node X:  6.20000009239  , Y:  2.40000003576 ;
Node X:  6.40000009537  , Y:  2.40000003576 ;
Node X:  6.60000009835  , Y:  2.40000003576 ;
Node X:  6.80000010133  , Y:  2.40000003576 ;
Node X:  7.00000010431  , Y:  2.40000003576 ;
Node X:  7.20000010729  , Y:  2.40000003576 ;
Node X:  7.40000011027  , Y:  2.40000003576 ;
Node X:  0.600000008941  , Y:  2.60000003874 ;
Node X:  0.800000011921  , Y:  2.60000003874 ;
Node X:  1.0000000149  , Y:  2.60000003874 ;
Node X:  1.20000001788  , Y:  2.60000003874 ;
Node X:  1.40000002086  , Y:  2.60000003874 ;
Node X:  1.60000002384  , Y:  2.60000003874 ;
Node X:  1.80000002682  , Y:  2.60000003874 ;
Node X:  2.0000000298  , Y:  2.60000003874 ;
Node X:  2.20000003278  , Y:  2.60000003874 ;
Node X:  2.40000003576  , Y:  2.60000003874 ;
Node X:  2.60000003874  , Y:  2.60000003874 ;
Node X:  2.80000004172  , Y:  2.60000003874 ;
Node X:  3.0000000447  , Y:  2.60000003874 ;
Node X:  3.20000004768  , Y:  2.60000003874 ;
Node X:  3.40000005066  , Y:  2.60000003874 ;
Node X:  3.60000005364  , Y:  2.60000003874 ;
Node X:  3.80000005662  , Y:  2.60000003874 ;
Node X:  4.0000000596  , Y:  2.60000003874 ;
Node X:  4.20000006258  , Y:  2.60000003874 ;
Node X:  4.40000006557  , Y:  2.60000003874 ;
Node X:  4.60000006855  , Y:  2.60000003874 ;
Node X:  4.80000007153  , Y:  2.60000003874 ;
Node X:  5.00000007451  , Y:  2.60000003874 ;
Node X:  5.20000007749  , Y:  2.60000003874 ;
Node X:  5.40000008047  , Y:  2.60000003874 ;
Node X:  5.60000008345  , Y:  2.60000003874 ;
Node X:  5.80000008643  , Y:  2.60000003874 ;
Node X:  6.00000008941  , Y:  2.60000003874 ;
Node X:  6.20000009239  , Y:  2.60000003874 ;
Node X:  6.40000009537  , Y:  2.60000003874 ;
Node X:  6.60000009835  , Y:  2.60000003874 ;
Node X:  6.80000010133  , Y:  2.60000003874 ;
Node X:  7.00000010431  , Y:  2.60000003874 ;
Node X:  7.20000010729  , Y:  2.60000003874 ;
Node X:  7.40000011027  , Y:  2.60000003874 ;
Node X:  0.40000000596  , Y:  2.80000004172 ;
Node X:  0.600000008941  , Y:  2.80000004172 ;
Node X:  0.800000011921  , Y:  2.80000004172 ;
Node X:  1.0000000149  , Y:  2.80000004172 ;
Node X:  1.20000001788  , Y:  2.80000004172 ;
Node X:  1.40000002086  , Y:  2.80000004172 ;
Node X:  1.60000002384  , Y:  2.80000004172 ;
Node X:  1.80000002682  , Y:  2.80000004172 ;
Node X:  2.0000000298  , Y:  2.80000004172 ;
Node X:  2.20000003278  , Y:  2.80000004172 ;
Node X:  2.40000003576  , Y:  2.80000004172 ;
Node X:  2.60000003874  , Y:  2.80000004172 ;
Node X:  2.80000004172  , Y:  2.80000004172 ;
Node X:  3.0000000447  , Y:  2.80000004172 ;
Node X:  3.20000004768  , Y:  2.80000004172 ;
Node X:  3.40000005066  , Y:  2.80000004172 ;
Node X:  3.60000005364  , Y:  2.80000004172 ;
Node X:  3.80000005662  , Y:  2.80000004172 ;
Node X:  4.0000000596  , Y:  2.80000004172 ;
Node X:  4.20000006258  , Y:  2.80000004172 ;
Node X:  4.40000006557  , Y:  2.80000004172 ;
Node X:  4.60000006855  , Y:  2.80000004172 ;
Node X:  4.80000007153  , Y:  2.80000004172 ;
Node X:  5.00000007451  , Y:  2.80000004172 ;
Node X:  5.20000007749  , Y:  2.80000004172 ;
Node X:  5.40000008047  , Y:  2.80000004172 ;
Node X:  5.60000008345  , Y:  2.80000004172 ;
Node X:  5.80000008643  , Y:  2.80000004172 ;
Node X:  6.00000008941  , Y:  2.80000004172 ;
Node X:  6.20000009239  , Y:  2.80000004172 ;
Node X:  6.40000009537  , Y:  2.80000004172 ;
Node X:  6.60000009835  , Y:  2.80000004172 ;
Node X:  6.80000010133  , Y:  2.80000004172 ;
Node X:  7.00000010431  , Y:  2.80000004172 ;
Node X:  7.20000010729  , Y:  2.80000004172 ;
Node X:  7.40000011027  , Y:  2.80000004172 ;
Node X:  0.40000000596  , Y:  3.0000000447 ;
Node X:  0.600000008941  , Y:  3.0000000447 ;
Node X:  0.800000011921  , Y:  3.0000000447 ;
Node X:  1.0000000149  , Y:  3.0000000447 ;
Node X:  1.20000001788  , Y:  3.0000000447 ;
Node X:  1.40000002086  , Y:  3.0000000447 ;
Node X:  1.60000002384  , Y:  3.0000000447 ;
